venture_number,venture_id,venture_name,canonical_sector_id,canonical_sector_name,opco_id,executive_division,business_archetype,portfolio_horizon,development_stage,github_repo_url,live_front_door_url
713,FIN-025,Escrow Automation,SEC-008,Financial Services,OpCo-008,02. Finance & Capital,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,Ideation,https://github.com/Worldwidebro/fin-025-escrow-automation,https://worldwidebro.github.io/escrow-automation/
714,FIN-026,Financial Compliance Scanner,SEC-008,Financial Services,OpCo-008,02. Finance & Capital,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,Ideation,https://github.com/Worldwidebro/fin-026-financial-compliance-scanner,https://worldwidebro.github.io/financial-compliance-scanner/
715,FIN-027,Patent Writer AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,Ideation,https://github.com/Worldwidebro/fin-027-patent-writer-ai,https://worldwidebro.github.io/patent-writer-ai/
716,FIN-028,Legal Analyzer AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,Ideation,https://github.com/Worldwidebro/fin-028-legal-analyzer-ai,https://worldwidebro.github.io/legal-analyzer-ai/
717,FIN-029,Compliance Wallet SaaS,SEC-008,Financial Services,OpCo-008,02. Finance & Capital,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,Ideation,https://github.com/Worldwidebro/fin-029-compliance-wallet-saas,https://worldwidebro.github.io/compliance-wallet-saas/
718,FIN-030,Local SEO Ranker AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,Ideation,https://github.com/Worldwidebro/fin-030-local-seo-ranker-ai,https://worldwidebro.github.io/local-seo-ranker-ai/
719,FIN-031,Investor Dashboard Builder,SEC-002,Construction & Infrastructure,OpCo-002,10. Assets & Investments,Asset-Backed Moat (Physical Ops),H2: Fast-Follow Feeders,Ideation,https://github.com/Worldwidebro/fin-031-investor-dashboard-builder,https://worldwidebro.github.io/investor-dashboard-builder/
720,FIN-032,Legal Toolkit AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,Ideation,https://github.com/Worldwidebro/fin-032-legal-toolkit-ai,https://worldwidebro.github.io/legal-toolkit-ai/
721,FIN-033,AI Tax Preparation Service,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,Ideation,https://github.com/Worldwidebro/fin-033-ai-tax-preparation-service,https://worldwidebro.github.io/ai-tax-preparation-service/
722,FIN-034,Payroll Automation,SEC-008,Financial Services,OpCo-008,02. Finance & Capital,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,Ideation,https://github.com/Worldwidebro/fin-034-payroll-automation,https://worldwidebro.github.io/payroll-automation/
723,FIN-035,Insurance Underwriting AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,Ideation,https://github.com/Worldwidebro/fin-035-insurance-underwriting-ai,https://worldwidebro.github.io/insurance-underwriting-ai/
724,EC-001,Angels in Daylight,SEC-029,Marketplace & Platform,OpCo-029,08. Revenue,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,MVP,https://github.com/Worldwidebro/ec-001-angels-in-daylight,https://worldwidebro.github.io/angels-in-daylight/
725,EC-002,New World Apparel,SEC-021,Retail & E-commerce,OpCo-021,08. Revenue,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,MVP,https://github.com/Worldwidebro/ec-002-new-world-apparel,https://worldwidebro.github.io/new-world-apparel/
726,EC-003,Shopify Autopilot,SEC-021,Retail & E-commerce,OpCo-021,08. Revenue,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,MVP,https://github.com/Worldwidebro/ec-003-shopify-autopilot,https://worldwidebro.github.io/shopify-autopilot/
727,EC-004,Shoe Customizer,SEC-029,Marketplace & Platform,OpCo-029,08. Revenue,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,Ideation,https://github.com/Worldwidebro/ec-004-shoe-customizer,https://worldwidebro.github.io/shoe-customizer/
728,EC-005,Sunglasses AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,Ideation,https://github.com/Worldwidebro/ec-005-sunglasses-ai,https://worldwidebro.github.io/sunglasses-ai/
729,EC-006,Dropship Hub,SEC-029,Marketplace & Platform,OpCo-029,08. Revenue,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,MVP,https://github.com/Worldwidebro/ec-006-dropship-hub,https://worldwidebro.github.io/dropship-hub/
730,EC-007,Personal Shopper AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,Ideation,https://github.com/Worldwidebro/ec-007-personal-shopper-ai,https://worldwidebro.github.io/personal-shopper-ai/
731,EC-008,Custom Sneaker AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,Ideation,https://github.com/Worldwidebro/ec-008-custom-sneaker-ai,https://worldwidebro.github.io/custom-sneaker-ai/
732,EC-009,Sustainable Fashion AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,Ideation,https://github.com/Worldwidebro/ec-009-sustainable-fashion-ai,https://worldwidebro.github.io/sustainable-fashion-ai/
733,EC-010,Jewelry Designer AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,Ideation,https://github.com/Worldwidebro/ec-010-jewelry-designer-ai,https://worldwidebro.github.io/jewelry-designer-ai/
734,EC-003,Shopify Autopilot,SEC-021,Retail & E-commerce,OpCo-021,08. Revenue,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,MVP,https://github.com/Worldwidebro/ec-003-shopify-autopilot,https://worldwidebro.github.io/shopify-autopilot/
735,MC-017,Online Course Platform,SEC-005,Education & Training,OpCo-005,04. People,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,Ideation,https://github.com/Worldwidebro/mc-017-online-course-platform,https://worldwidebro.github.io/online-course-platform/
736,V-0736,Local Community Hub,SEC-004,Content & Media,OpCo-004,09. Marketing,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,Ideation,,NONE / DRAFTED
737,V-0737,Process Automation Suite,SEC-019,Marketing & Advertising,OpCo-019,09. Marketing,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,Ideation,https://github.com/zquestz/s,https://worldwidebro.github.io/process-automation-suite/
738,V-0738,Blockchain Commerce Platform,SEC-034,Decentralized & Web3,OpCo-034,02. Finance & Capital,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,Ideation,https://github.com/hcengineering/platform,https://worldwidebro.github.io/blockchain-commerce-platform/
739,FIN-001,GenixBank Lite,SEC-008,Financial Services,OpCo-008,02. Finance & Capital,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,unknown,https://github.com/Worldwidebro/fin-001-genixbank-lite,https://worldwidebro.github.io/genixbank-lite/
740,FIN-002,Credit Repair Automation,SEC-008,Financial Services,OpCo-008,02. Finance & Capital,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,unknown,https://github.com/Worldwidebro/fin-002-credit-repair-automation,https://worldwidebro.github.io/credit-repair-automation/
741,FIN-003,AI Boss Hub Lite,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,unknown,https://github.com/Worldwidebro/fin-003-ai-boss-hub-lite,https://worldwidebro.github.io/ai-boss-hub-lite/
742,FIN-004,GenixBanks AI Treasurer,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,unknown,https://github.com/Worldwidebro/fin-004-genixbanks-ai-treasurer,https://worldwidebro.github.io/genixbanks-ai-treasurer/
743,FIN-005,U-Haul Rental Affiliate,SEC-017,Logistics & Transportation,OpCo-017,07. Operations,Asset-Backed Moat (Physical Ops),H2: Fast-Follow Feeders,unknown,https://github.com/Worldwidebro/fin-005-u-haul-rental-affiliate,https://worldwidebro.github.io/u-haul-rental-affiliate/
744,V-0744,Tax Prep & Filing Services,SEC-008,Financial Services,OpCo-008,02. Finance & Capital,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,unknown,https://github.com/zquestz/s,https://worldwidebro.github.io/tax-prep-and-filing-services/
745,FIN-007,Business Credit Building,SEC-008,Financial Services,OpCo-008,02. Finance & Capital,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,unknown,https://github.com/Worldwidebro/fin-007-business-credit-building,https://worldwidebro.github.io/business-credit-building/
746,FIN-008,Business Formation Services,SEC-016,Legal & Compliance,OpCo-016,03. Legal & Risk,Contract Cash Flow (B2B Services),H3: Frozen Frontier / Call Options,unknown,https://github.com/Worldwidebro/fin-008-business-formation-services,https://worldwidebro.github.io/business-formation-services/
747,FIN-009,Crypto Tax Optimizer,SEC-034,Decentralized & Web3,OpCo-034,02. Finance & Capital,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,unknown,https://github.com/Worldwidebro/fin-009-crypto-tax-optimizer,https://worldwidebro.github.io/crypto-tax-optimizer/
748,FIN-010,AI-Powered Garbage Collection,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,unknown,https://github.com/Worldwidebro/fin-010-ai-powered-garbage-collection,https://worldwidebro.github.io/ai-powered-garbage-collection/
749,FIN-011,Automated Bookkeeping,SEC-008,Financial Services,OpCo-008,02. Finance & Capital,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,unknown,https://github.com/Worldwidebro/fin-011-automated-bookkeeping,https://worldwidebro.github.io/automated-bookkeeping/
750,FIN-012,Invoice Factoring AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,unknown,https://github.com/Worldwidebro/fin-012-invoice-factoring-ai,https://worldwidebro.github.io/invoice-factoring-ai/
751,FIN-013,Charity Donation AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,unknown,https://github.com/Worldwidebro/fin-013-charity-donation-ai,https://worldwidebro.github.io/charity-donation-ai/
752,FIN-014,Expense Tracker AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,unknown,https://github.com/Worldwidebro/fin-014-expense-tracker-ai,https://worldwidebro.github.io/expense-tracker-ai/
753,FIN-015,Financial Wellness Coach,SEC-001,Beauty & Wellness,OpCo-001,07. Operations,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,unknown,https://github.com/Worldwidebro/fin-015-financial-wellness-coach,https://worldwidebro.github.io/financial-wellness-coach/
754,FIN-016,Trade Finance AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,unknown,https://github.com/Worldwidebro/fin-016-trade-finance-ai,https://worldwidebro.github.io/trade-finance-ai/
755,FIN-017,Remittance AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,unknown,https://github.com/Worldwidebro/fin-017-remittance-ai,https://worldwidebro.github.io/remittance-ai/
756,FIN-018,Wealth Transfer AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,unknown,https://github.com/Worldwidebro/fin-018-wealth-transfer-ai,https://worldwidebro.github.io/wealth-transfer-ai/
757,FIN-019,Payment Gateway AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,unknown,https://github.com/Worldwidebro/fin-019-payment-gateway-ai,https://worldwidebro.github.io/payment-gateway-ai/
758,FIN-020,Debt Consolidation AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,unknown,https://github.com/Worldwidebro/fin-020-debt-consolidation-ai,https://worldwidebro.github.io/debt-consolidation-ai/
759,FIN-021,Tax Deduction Finder,SEC-008,Financial Services,OpCo-008,02. Finance & Capital,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,unknown,https://github.com/Worldwidebro/fin-021-tax-deduction-finder,https://worldwidebro.github.io/tax-deduction-finder/
760,FIN-022,Budget Forecasting AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,unknown,https://github.com/Worldwidebro/fin-022-budget-forecasting-ai,https://worldwidebro.github.io/budget-forecasting-ai/
761,FIN-023,Investment Portfolio AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,unknown,https://github.com/Worldwidebro/fin-023-investment-portfolio-ai,https://worldwidebro.github.io/investment-portfolio-ai/
762,FIN-024,Crowdfunding AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,unknown,https://github.com/Worldwidebro/fin-024-crowdfunding-ai,https://worldwidebro.github.io/crowdfunding-ai/
763,FIN-025,Escrow Automation,SEC-008,Financial Services,OpCo-008,02. Finance & Capital,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,unknown,https://github.com/Worldwidebro/fin-025-escrow-automation,https://worldwidebro.github.io/escrow-automation/
764,FIN-026,Financial Compliance Scanner,SEC-008,Financial Services,OpCo-008,02. Finance & Capital,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,unknown,https://github.com/Worldwidebro/fin-026-financial-compliance-scanner,https://worldwidebro.github.io/financial-compliance-scanner/
765,FIN-027,Patent Writer AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,unknown,https://github.com/Worldwidebro/fin-027-patent-writer-ai,https://worldwidebro.github.io/patent-writer-ai/
766,FIN-028,Legal Analyzer AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,unknown,https://github.com/Worldwidebro/fin-028-legal-analyzer-ai,https://worldwidebro.github.io/legal-analyzer-ai/
767,FIN-029,Compliance Wallet SaaS,SEC-016,Legal & Compliance,OpCo-016,03. Legal & Risk,Contract Cash Flow (B2B Services),H3: Frozen Frontier / Call Options,unknown,https://github.com/Worldwidebro/fin-029-compliance-wallet-saas,https://worldwidebro.github.io/compliance-wallet-saas/
768,FIN-030,Local SEO Ranker AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,unknown,https://github.com/Worldwidebro/fin-030-local-seo-ranker-ai,https://worldwidebro.github.io/local-seo-ranker-ai/
769,FIN-031,Investor Dashboard Builder,SEC-002,Construction & Infrastructure,OpCo-002,10. Assets & Investments,Asset-Backed Moat (Physical Ops),H2: Fast-Follow Feeders,unknown,https://github.com/Worldwidebro/fin-031-investor-dashboard-builder,https://worldwidebro.github.io/investor-dashboard-builder/
770,FIN-032,Legal Toolkit AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,unknown,https://github.com/Worldwidebro/fin-032-legal-toolkit-ai,https://worldwidebro.github.io/legal-toolkit-ai/
771,FIN-033,AI Tax Preparation Service,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,unknown,https://github.com/Worldwidebro/fin-033-ai-tax-preparation-service,https://worldwidebro.github.io/ai-tax-preparation-service/
772,FIN-034,Payroll Automation,SEC-008,Financial Services,OpCo-008,02. Finance & Capital,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,unknown,https://github.com/Worldwidebro/fin-034-payroll-automation,https://worldwidebro.github.io/payroll-automation/
